,index,article,simpSent,standSent,typeOfMatch
151,302,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
152,304,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .",Alchemy is not a science any more .,0.0
153,306,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
154,308,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
155,310,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
156,312,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
157,314,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
158,316,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
159,318,Alchemy,"Alchemists have historically rewritten , and evolved the explanation of their art , making a singular definition difficult .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
160,320,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
161,322,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",It is the study of transmutation .,0.0
162,324,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",It was first studied to learn how to change lead into gold .,0.0
163,326,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .","It is similar to chemistry , but much older .",0.0
164,328,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",People who studied alchemy were called alchemists .,0.0
165,330,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
166,332,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
167,334,Alchemy,"H.J. Sheppard gives the following as a comprehensive summary : Modern discussions of alchemy are generally split into an examination of its exoteric practical applications , and its esoteric aspects .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
